Mekan,Link
"TN - Memphis","https://www.copart.com/saleListResult/22/2026-03-12?location=TN%20-%20Memphis&saleDate=1773334800000&liveAuction=false&from=&yardNum=22"
"TX - Austin","https://www.copart.com/saleListResult/62/2026-03-12?location=TX%20-%20Austin&saleDate=1773334800000&liveAuction=false&from=&yardNum=62"
"TX - Dallas","https://www.copart.com/saleListResult/12/2026-03-12?location=TX%20-%20Dallas&saleDate=1773334800000&liveAuction=false&from=&yardNum=12"
"TX - Dallas South","https://www.copart.com/saleListResult/181/2026-03-12?location=TX%20-%20Dallas%20South&saleDate=1773334800000&liveAuction=false&from=&yardNum=181"
"TX - Houston East","https://www.copart.com/saleListResult/357/2026-03-12?location=TX%20-%20Houston%20East&saleDate=1773334800000&liveAuction=false&from=&yardNum=357"
"TX - North Austin","https://www.copart.com/saleListResult/394/2026-03-12?location=TX%20-%20North%20Austin&saleDate=1773334800000&liveAuction=false&from=&yardNum=394"
"TX - San Antonio","https://www.copart.com/saleListResult/74/2026-03-12?location=TX%20-%20San%20Antonio&saleDate=1773334800000&liveAuction=false&from=&yardNum=74"
"IA - Des Moines","https://www.copart.com/saleListResult/60/2026-03-13?location=IA%20-%20Des%20Moines&saleDate=1773421200000&liveAuction=false&from=&yardNum=60"
"IL - Chicago South","https://www.copart.com/saleListResult/81/2026-03-13?location=IL%20-%20Chicago%20South&saleDate=1773421200000&liveAuction=false&from=&yardNum=81"
"LA - Baton Rouge","https://www.copart.com/saleListResult/50/2026-03-13?location=LA%20-%20Baton%20Rouge&saleDate=1773421200000&liveAuction=false&from=&yardNum=50"
"MO - St. Louis","https://www.copart.com/saleListResult/20/2026-03-13?location=MO%20-%20St.%20Louis&saleDate=1773421200000&liveAuction=false&from=&yardNum=20"
"MS - Jackson","https://www.copart.com/saleListResult/40/2026-03-13?location=MS%20-%20Jackson&saleDate=1773421200000&liveAuction=false&from=&yardNum=40"
"OK - Tulsa","https://www.copart.com/saleListResult/19/2026-03-13?location=OK%20-%20Tulsa&saleDate=1773421200000&liveAuction=false&from=&yardNum=19"
"TX - Abilene","https://www.copart.com/saleListResult/73/2026-03-13?location=TX%20-%20Abilene&saleDate=1773421200000&liveAuction=false&from=&yardNum=73"
"TX - Ft. Worth","https://www.copart.com/saleListResult/98/2026-03-13?location=TX%20-%20Ft.%20Worth&saleDate=1773421200000&liveAuction=false&from=&yardNum=98"
"TX - Houston","https://www.copart.com/saleListResult/11/2026-03-13?location=TX%20-%20Houston&saleDate=1773421200000&liveAuction=false&from=&yardNum=11"
"AB - Calgary","https://www.copart.com/saleListResult/203/2026-03-10?location=AB%20-%20Calgary&saleDate=1773165600000&liveAuction=false&from=&yardNum=203"
"AZ - Phoenix North","https://www.copart.com/saleListResult/362/2026-03-10?location=AZ%20-%20Phoenix%20North&saleDate=1773165600000&liveAuction=false&from=&yardNum=362"
"CO - Denver","https://www.copart.com/saleListResult/68/2026-03-10?location=CO%20-%20Denver&saleDate=1773165600000&liveAuction=false&from=&yardNum=68"
"CO - Denver Central","https://www.copart.com/saleListResult/120/2026-03-10?location=CO%20-%20Denver%20Central&saleDate=1773165600000&liveAuction=false&from=&yardNum=120"
"MT - Helena","https://www.copart.com/saleListResult/106/2026-03-10?location=MT%20-%20Helena&saleDate=1773165600000&liveAuction=false&from=&yardNum=106"
"SD - Rapid City","https://www.copart.com/saleListResult/396/2026-03-10?location=SD%20-%20Rapid%20City&saleDate=1773165600000&liveAuction=false&from=&yardNum=396"
"UT - Salt Lake City","https://www.copart.com/saleListResult/336/2026-03-10?location=UT%20-%20Salt%20Lake%20City&saleDate=1773165600000&liveAuction=false&from=&yardNum=336"
"AZ - Phoenix","https://www.copart.com/saleListResult/47/2026-03-11?location=AZ%20-%20Phoenix&saleDate=1773252000000&liveAuction=false&from=&yardNum=47"
"CO - Colorado Springs","https://www.copart.com/saleListResult/118/2026-03-11?location=CO%20-%20Colorado%20Springs&saleDate=1773252000000&liveAuction=false&from=&yardNum=118"
"CO - Denver South","https://www.copart.com/saleListResult/193/2026-03-11?location=CO%20-%20Denver%20South&saleDate=1773252000000&liveAuction=false&from=&yardNum=193"
"WY - Casper","https://www.copart.com/saleListResult/328/2026-03-11?location=WY%20-%20Casper&saleDate=1773252000000&liveAuction=false&from=&yardNum=328"
"AB - Edmonton","https://www.copart.com/saleListResult/204/2026-03-12?location=AB%20-%20Edmonton&saleDate=1773338400000&liveAuction=false&from=&yardNum=204"
"AZ - Phoenix North","https://www.copart.com/saleListResult/362/2026-03-12?location=AZ%20-%20Phoenix%20North&saleDate=1773338400000&liveAuction=false&from=&yardNum=362"
"CO - Denver","https://www.copart.com/saleListResult/68/2026-03-12?location=CO%20-%20Denver&saleDate=1773338400000&liveAuction=false&from=&yardNum=68"
"CO - Denver Central","https://www.copart.com/saleListResult/120/2026-03-12?location=CO%20-%20Denver%20Central&saleDate=1773338400000&liveAuction=false&from=&yardNum=120"
"ID - Boise","https://www.copart.com/saleListResult/72/2026-03-12?location=ID%20-%20Boise&saleDate=1773338400000&liveAuction=false&from=&yardNum=72"
"NM - Albuquerque","https://www.copart.com/saleListResult/75/2026-03-12?location=NM%20-%20Albuquerque&saleDate=1773338400000&liveAuction=false&from=&yardNum=75"
"AZ - Tucson","https://www.copart.com/saleListResult/93/2026-03-13?location=AZ%20-%20Tucson&saleDate=1773424800000&liveAuction=false&from=&yardNum=93"
"TX - El Paso","https://www.copart.com/saleListResult/45/2026-03-13?location=TX%20-%20El%20Paso&saleDate=1773424800000&liveAuction=false&from=&yardNum=45"
"UT - Salt Lake City","https://www.copart.com/saleListResult/336/2026-03-13?location=UT%20-%20Salt%20Lake%20City&saleDate=1773424800000&liveAuction=false&from=&yardNum=336"
"CA - Antelope","https://www.copart.com/saleListResult/151/2026-03-10?location=CA%20-%20Antelope&saleDate=1773169200000&liveAuction=false&from=&yardNum=151"
"CA - Hayward","https://www.copart.com/saleListResult/3/2026-03-10?location=CA%20-%20Hayward&saleDate=1773169200000&liveAuction=false&from=&yardNum=3"
"CA - Rancho Cucamonga","https://www.copart.com/saleListResult/97/2026-03-10?location=CA%20-%20Rancho%20Cucamonga&saleDate=1773169200000&liveAuction=false&from=&yardNum=97"
"CA - Sacramento","https://www.copart.com/saleListResult/2/2026-03-10?location=CA%20-%20Sacramento&saleDate=1773169200000&liveAuction=false&from=&yardNum=2"
"CA - San Diego","https://www.copart.com/saleListResult/59/2026-03-10?location=CA%20-%20San%20Diego&saleDate=1773169200000&liveAuction=false&from=&yardNum=59"
"CA - San Jose","https://www.copart.com/saleListResult/6/2026-03-10?location=CA%20-%20San%20Jose&saleDate=1773169200000&liveAuction=false&from=&yardNum=6"
"CA - Van Nuys","https://www.copart.com/saleListResult/43/2026-03-10?location=CA%20-%20Van%20Nuys&saleDate=1773169200000&liveAuction=false&from=&yardNum=43"
"NV - Las Vegas","https://www.copart.com/saleListResult/57/2026-03-10?location=NV%20-%20Las%20Vegas&saleDate=1773169200000&liveAuction=false&from=&yardNum=57"
"OR - Eugene","https://www.copart.com/saleListResult/104/2026-03-10?location=OR%20-%20Eugene&saleDate=1773169200000&liveAuction=false&from=&yardNum=104"
"WA - Spanaway","https://www.copart.com/saleListResult/337/2026-03-10?location=WA%20-%20Spanaway&saleDate=1773169200000&liveAuction=false&from=&yardNum=337"
"CA - Long Beach","https://www.copart.com/saleListResult/186/2026-03-11?location=CA%20-%20Long%20Beach&saleDate=1773255600000&liveAuction=false&from=&yardNum=186"
"CA - Martinez","https://www.copart.com/saleListResult/78/2026-03-11?location=CA%20-%20Martinez&saleDate=1773255600000&liveAuction=false&from=&yardNum=78"
"CA - Mentone","https://www.copart.com/saleListResult/367/2026-03-11?location=CA%20-%20Mentone&saleDate=1773255600000&liveAuction=false&from=&yardNum=367"
"CA - Sun Valley","https://www.copart.com/saleListResult/180/2026-03-11?location=CA%20-%20Sun%20Valley&saleDate=1773255600000&liveAuction=false&from=&yardNum=180"
"NV - Las Vegas West","https://www.copart.com/saleListResult/133/2026-03-11?location=NV%20-%20Las%20Vegas%20West&saleDate=1773255600000&liveAuction=false&from=&yardNum=133"
"OR - Portland North","https://www.copart.com/saleListResult/9/2026-03-11?location=OR%20-%20Portland%20North&saleDate=1773255600000&liveAuction=false&from=&yardNum=9"
"WA - Spokane","https://www.copart.com/saleListResult/116/2026-03-11?location=WA%20-%20Spokane&saleDate=1773255600000&liveAuction=false&from=&yardNum=116"
"CA - American Canyon","https://www.copart.com/saleListResult/190/2026-03-12?location=CA%20-%20American%20Canyon&saleDate=1773342000000&liveAuction=false&from=&yardNum=190"
"CA - Antelope","https://www.copart.com/saleListResult/151/2026-03-12?location=CA%20-%20Antelope&saleDate=1773342000000&liveAuction=false&from=&yardNum=151"
"CA - Fresno","https://www.copart.com/saleListResult/4/2026-03-12?location=CA%20-%20Fresno&saleDate=1773342000000&liveAuction=false&from=&yardNum=4"
"CA - Hayward","https://www.copart.com/saleListResult/3/2026-03-12?location=CA%20-%20Hayward&saleDate=1773342000000&liveAuction=false&from=&yardNum=3"
"CA - Los Angeles","https://www.copart.com/saleListResult/10/2026-03-12?location=CA%20-%20Los%20Angeles&saleDate=1773342000000&liveAuction=false&from=&yardNum=10"
"CA - Rancho Cucamonga","https://www.copart.com/saleListResult/97/2026-03-12?location=CA%20-%20Rancho%20Cucamonga&saleDate=1773342000000&liveAuction=false&from=&yardNum=97"
"CA - Sacramento","https://www.copart.com/saleListResult/2/2026-03-12?location=CA%20-%20Sacramento&saleDate=1773342000000&liveAuction=false&from=&yardNum=2"
"CA - San Bernardino","https://www.copart.com/saleListResult/7/2026-03-12?location=CA%20-%20San%20Bernardino&saleDate=1773342000000&liveAuction=false&from=&yardNum=7"
"CA - San Jose","https://www.copart.com/saleListResult/6/2026-03-12?location=CA%20-%20San%20Jose&saleDate=1773342000000&liveAuction=false&from=&yardNum=6"
"CA - So Sacramento","https://www.copart.com/saleListResult/16/2026-03-12?location=CA%20-%20So%20Sacramento&saleDate=1773342000000&liveAuction=false&from=&yardNum=16"
"NV - Las Vegas","https://www.copart.com/saleListResult/57/2026-03-12?location=NV%20-%20Las%20Vegas&saleDate=1773342000000&liveAuction=false&from=&yardNum=57"
"NV - Reno","https://www.copart.com/saleListResult/100/2026-03-12?location=NV%20-%20Reno&saleDate=1773342000000&liveAuction=false&from=&yardNum=100"
"CA - Bakersfield","https://www.copart.com/saleListResult/5/2026-03-13?location=CA%20-%20Bakersfield&saleDate=1773428400000&liveAuction=false&from=&yardNum=5"
"CA - Long Beach","https://www.copart.com/saleListResult/186/2026-03-13?location=CA%20-%20Long%20Beach&saleDate=1773428400000&liveAuction=false&from=&yardNum=186"
"CA - Redding","https://www.copart.com/saleListResult/343/2026-03-13?location=CA%20-%20Redding&saleDate=1773428400000&liveAuction=false&from=&yardNum=343"
"CA - San Diego","https://www.copart.com/saleListResult/59/2026-03-13?location=CA%20-%20San%20Diego&saleDate=1773428400000&liveAuction=false&from=&yardNum=59"
"CA - Vallejo","https://www.copart.com/saleListResult/1/2026-03-13?location=CA%20-%20Vallejo&saleDate=1773428400000&liveAuction=false&from=&yardNum=1"
"CA - Van Nuys","https://www.copart.com/saleListResult/43/2026-03-13?location=CA%20-%20Van%20Nuys&saleDate=1773428400000&liveAuction=false&from=&yardNum=43"
"Connecticut Friday Sale","https://www.copart.com/saleListResult/850/2026-03-13?location=Connecticut%20Friday%20Sale&saleDate=1773428400000&liveAuction=false&from=&yardNum=850"
"WA - Pasco","https://www.copart.com/saleListResult/71/2026-03-13?location=WA%20-%20Pasco&saleDate=1773428400000&liveAuction=false&from=&yardNum=71"
"WA - Spanaway","https://www.copart.com/saleListResult/337/2026-03-13?location=WA%20-%20Spanaway&saleDate=1773428400000&liveAuction=false&from=&yardNum=337"
"AK - Anchorage","https://www.copart.com/saleListResult/113/2026-03-17?location=AK%20-%20Anchorage&saleDate=1773777600000&liveAuction=false&from=&yardNum=113"
"HI - Honolulu","https://www.copart.com/saleListResult/110/2026-03-16?location=HI%20-%20Honolulu&saleDate=1773698400000&liveAuction=false&from=&yardNum=110"
"FL - Clewiston","https://www.copart.com/saleListResult/366/2026-03-16?location=FL%20-%20Clewiston&saleDate=1773669600000&liveAuction=false&from=&yardNum=366"
"FL - Jacksonville North","https://www.copart.com/saleListResult/163/2026-03-16?location=FL%20-%20Jacksonville%20North&saleDate=1773669600000&liveAuction=false&from=&yardNum=163"
"FL - Miami Central","https://www.copart.com/saleListResult/105/2026-03-16?location=FL%20-%20Miami%20Central&saleDate=1773669600000&liveAuction=false&from=&yardNum=105"
"FL - Orlando North","https://www.copart.com/saleListResult/153/2026-03-16?location=FL%20-%20Orlando%20North&saleDate=1773669600000&liveAuction=false&from=&yardNum=153"
"GA - Atlanta East","https://www.copart.com/saleListResult/107/2026-03-16?location=GA%20-%20Atlanta%20East&saleDate=1773669600000&liveAuction=false&from=&yardNum=107"
"GA - Fairburn","https://www.copart.com/saleListResult/173/2026-03-16?location=GA%20-%20Fairburn&saleDate=1773669600000&liveAuction=false&from=&yardNum=173"
"GA - Savannah","https://www.copart.com/saleListResult/87/2026-03-16?location=GA%20-%20Savannah&saleDate=1773669600000&liveAuction=false&from=&yardNum=87"
"IN - Fort Wayne","https://www.copart.com/saleListResult/360/2026-03-16?location=IN%20-%20Fort%20Wayne&saleDate=1773669600000&liveAuction=false&from=&yardNum=360"
"KY - Lexington East","https://www.copart.com/saleListResult/115/2026-03-16?location=KY%20-%20Lexington%20East&saleDate=1773669600000&liveAuction=false&from=&yardNum=115"
"KY - Louisville","https://www.copart.com/saleListResult/143/2026-03-16?location=KY%20-%20Louisville&saleDate=1773669600000&liveAuction=false&from=&yardNum=143"
"MA - South Boston","https://www.copart.com/saleListResult/27/2026-03-16?location=MA%20-%20South%20Boston&saleDate=1773669600000&liveAuction=false&from=&yardNum=27"
"MD - Baltimore","https://www.copart.com/saleListResult/102/2026-03-16?location=MD%20-%20Baltimore&saleDate=1773669600000&liveAuction=false&from=&yardNum=102"
"NC - China Grove","https://www.copart.com/saleListResult/41/2026-03-16?location=NC%20-%20China%20Grove&saleDate=1773669600000&liveAuction=false&from=&yardNum=41"
"NC - Lumberton","https://www.copart.com/saleListResult/338/2026-03-16?location=NC%20-%20Lumberton&saleDate=1773669600000&liveAuction=false&from=&yardNum=338"
"NJ - Trenton","https://www.copart.com/saleListResult/135/2026-03-16?location=NJ%20-%20Trenton&saleDate=1773669600000&liveAuction=false&from=&yardNum=135"
"NY - Albany","https://www.copart.com/saleListResult/94/2026-03-16?location=NY%20-%20Albany&saleDate=1773669600000&liveAuction=false&from=&yardNum=94"
"NY - Buffalo","https://www.copart.com/saleListResult/344/2026-03-16?location=NY%20-%20Buffalo&saleDate=1773669600000&liveAuction=false&from=&yardNum=344"
"NY - Long Island","https://www.copart.com/saleListResult/30/2026-03-16?location=NY%20-%20Long%20Island&saleDate=1773669600000&liveAuction=false&from=&yardNum=30"
"NY - Rochester","https://www.copart.com/saleListResult/35/2026-03-16?location=NY%20-%20Rochester&saleDate=1773669600000&liveAuction=false&from=&yardNum=35"
"NY - Syracuse","https://www.copart.com/saleListResult/25/2026-03-16?location=NY%20-%20Syracuse&saleDate=1773669600000&liveAuction=false&from=&yardNum=25"
"OH - Cleveland West","https://www.copart.com/saleListResult/112/2026-03-16?location=OH%20-%20Cleveland%20West&saleDate=1773669600000&liveAuction=false&from=&yardNum=112"
"PA - Philadelphia East","https://www.copart.com/saleListResult/164/2026-03-16?location=PA%20-%20Philadelphia%20East&saleDate=1773669600000&liveAuction=false&from=&yardNum=164"
"PA - York Haven","https://www.copart.com/saleListResult/127/2026-03-16?location=PA%20-%20York%20Haven&saleDate=1773669600000&liveAuction=false&from=&yardNum=127"
"SC - North Charleston","https://www.copart.com/saleListResult/197/2026-03-16?location=SC%20-%20North%20Charleston&saleDate=1773669600000&liveAuction=false&from=&yardNum=197"
"SC - Spartanburg","https://www.copart.com/saleListResult/144/2026-03-16?location=SC%20-%20Spartanburg&saleDate=1773669600000&liveAuction=false&from=&yardNum=144"
"VA - Richmond East","https://www.copart.com/saleListResult/101/2026-03-16?location=VA%20-%20Richmond%20East&saleDate=1773669600000&liveAuction=false&from=&yardNum=101"
"VT - Rutland","https://www.copart.com/saleListResult/395/2026-03-16?location=VT%20-%20Rutland&saleDate=1773669600000&liveAuction=false&from=&yardNum=395"
"CT - Hartford","https://www.copart.com/saleListResult/23/2026-03-17?location=CT%20-%20Hartford&saleDate=1773756000000&liveAuction=false&from=&yardNum=23"
"DC - Washington DC","https://www.copart.com/saleListResult/32/2026-03-17?location=DC%20-%20Washington%20DC&saleDate=1773756000000&liveAuction=false&from=&yardNum=32"
"DE - Seaford","https://www.copart.com/saleListResult/130/2026-03-17?location=DE%20-%20Seaford&saleDate=1773756000000&liveAuction=false&from=&yardNum=130"
"FL - Miami North","https://www.copart.com/saleListResult/33/2026-03-17?location=FL%20-%20Miami%20North&saleDate=1773756000000&liveAuction=false&from=&yardNum=33"
"FL - Ocala","https://www.copart.com/saleListResult/108/2026-03-17?location=FL%20-%20Ocala&saleDate=1773756000000&liveAuction=false&from=&yardNum=108"
"FL - Punta Gorda","https://www.copart.com/saleListResult/348/2026-03-17?location=FL%20-%20Punta%20Gorda&saleDate=1773756000000&liveAuction=false&from=&yardNum=348"
"FL - Tampa South","https://www.copart.com/saleListResult/34/2026-03-17?location=FL%20-%20Tampa%20South&saleDate=1773756000000&liveAuction=false&from=&yardNum=34"
"FL - West Palm Beach","https://www.copart.com/saleListResult/70/2026-03-17?location=FL%20-%20West%20Palm%20Beach&saleDate=1773756000000&liveAuction=false&from=&yardNum=70"
"GA - Atlanta South","https://www.copart.com/saleListResult/146/2026-03-17?location=GA%20-%20Atlanta%20South&saleDate=1773756000000&liveAuction=false&from=&yardNum=146"
"GA - Augusta","https://www.copart.com/saleListResult/359/2026-03-17?location=GA%20-%20Augusta&saleDate=1773756000000&liveAuction=false&from=&yardNum=359"
"GA - Tifton","https://www.copart.com/saleListResult/88/2026-03-17?location=GA%20-%20Tifton&saleDate=1773756000000&liveAuction=false&from=&yardNum=88"
"IN - Cicero","https://www.copart.com/saleListResult/170/2026-03-17?location=IN%20-%20Cicero&saleDate=1773756000000&liveAuction=false&from=&yardNum=170"
"IN - Indianapolis","https://www.copart.com/saleListResult/44/2026-03-17?location=IN%20-%20Indianapolis&saleDate=1773756000000&liveAuction=false&from=&yardNum=44"
"MI - Detroit","https://www.copart.com/saleListResult/61/2026-03-17?location=MI%20-%20Detroit&saleDate=1773756000000&liveAuction=false&from=&yardNum=61"
"NH - Candia","https://www.copart.com/saleListResult/155/2026-03-17?location=NH%20-%20Candia&saleDate=1773756000000&liveAuction=false&from=&yardNum=155"
"NJ - Glassboro East","https://www.copart.com/saleListResult/31/2026-03-17?location=NJ%20-%20Glassboro%20East&saleDate=1773756000000&liveAuction=false&from=&yardNum=31"
"NJ - Glassboro West","https://www.copart.com/saleListResult/69/2026-03-17?location=NJ%20-%20Glassboro%20West&saleDate=1773756000000&liveAuction=false&from=&yardNum=69"
"NY - Newburgh","https://www.copart.com/saleListResult/24/2026-03-17?location=NY%20-%20Newburgh&saleDate=1773756000000&liveAuction=false&from=&yardNum=24"
"Ontario Auction","https://www.copart.com/saleListResult/294/2026-03-17?location=Ontario%20Auction&saleDate=1773756000000&liveAuction=false&from=&yardNum=294"
"PA - Harrisburg","https://www.copart.com/saleListResult/76/2026-03-17?location=PA%20-%20Harrisburg&saleDate=1773756000000&liveAuction=false&from=&yardNum=76"
"PA - Philadelphia","https://www.copart.com/saleListResult/26/2026-03-17?location=PA%20-%20Philadelphia&saleDate=1773756000000&liveAuction=false&from=&yardNum=26"
"TN - Knoxville","https://www.copart.com/saleListResult/114/2026-03-17?location=TN%20-%20Knoxville&saleDate=1773756000000&liveAuction=false&from=&yardNum=114"
"VA - Hampton","https://www.copart.com/saleListResult/162/2026-03-17?location=VA%20-%20Hampton&saleDate=1773756000000&liveAuction=false&from=&yardNum=162"
"FL - Ft. Pierce","https://www.copart.com/saleListResult/86/2026-03-18?location=FL%20-%20Ft.%20Pierce&saleDate=1773842400000&liveAuction=false&from=&yardNum=86"
"FL - Jacksonville North","https://www.copart.com/saleListResult/163/2026-03-18?location=FL%20-%20Jacksonville%20North&saleDate=1773842400000&liveAuction=false&from=&yardNum=163"
"FL - Orlando North","https://www.copart.com/saleListResult/153/2026-03-18?location=FL%20-%20Orlando%20North&saleDate=1773842400000&liveAuction=false&from=&yardNum=153"
"GA - Atlanta North","https://www.copart.com/saleListResult/157/2026-03-18?location=GA%20-%20Atlanta%20North&saleDate=1773842400000&liveAuction=false&from=&yardNum=157"
"KY - Lexington West","https://www.copart.com/saleListResult/83/2026-03-18?location=KY%20-%20Lexington%20West&saleDate=1773842400000&liveAuction=false&from=&yardNum=83"
"MA - Freetown","https://www.copart.com/saleListResult/361/2026-03-18?location=MA%20-%20Freetown&saleDate=1773842400000&liveAuction=false&from=&yardNum=361"
"MA - West Warren","https://www.copart.com/saleListResult/149/2026-03-18?location=MA%20-%20West%20Warren&saleDate=1773842400000&liveAuction=false&from=&yardNum=149"
"ME - Windham","https://www.copart.com/saleListResult/384/2026-03-18?location=ME%20-%20Windham&saleDate=1773842400000&liveAuction=false&from=&yardNum=384"
"MI - Flint","https://www.copart.com/saleListResult/159/2026-03-18?location=MI%20-%20Flint&saleDate=1773842400000&liveAuction=false&from=&yardNum=159"
"NC - Gastonia","https://www.copart.com/saleListResult/340/2026-03-18?location=NC%20-%20Gastonia&saleDate=1773842400000&liveAuction=false&from=&yardNum=340"
"NC - Mebane","https://www.copart.com/saleListResult/154/2026-03-18?location=NC%20-%20Mebane&saleDate=1773842400000&liveAuction=false&from=&yardNum=154"
"NJ - Trenton","https://www.copart.com/saleListResult/135/2026-03-18?location=NJ%20-%20Trenton&saleDate=1773842400000&liveAuction=false&from=&yardNum=135"
"NY - Albany","https://www.copart.com/saleListResult/94/2026-03-18?location=NY%20-%20Albany&saleDate=1773842400000&liveAuction=false&from=&yardNum=94"
"NY - Long Island","https://www.copart.com/saleListResult/30/2026-03-18?location=NY%20-%20Long%20Island&saleDate=1773842400000&liveAuction=false&from=&yardNum=30"
"NY - Syracuse","https://www.copart.com/saleListResult/25/2026-03-18?location=NY%20-%20Syracuse&saleDate=1773842400000&liveAuction=false&from=&yardNum=25"
"PA - Philadelphia East","https://www.copart.com/saleListResult/164/2026-03-18?location=PA%20-%20Philadelphia%20East&saleDate=1773842400000&liveAuction=false&from=&yardNum=164"
"PA - Pittsburgh South","https://www.copart.com/saleListResult/85/2026-03-18?location=PA%20-%20Pittsburgh%20South&saleDate=1773842400000&liveAuction=false&from=&yardNum=85"
"PA - Pittsburgh West","https://www.copart.com/saleListResult/174/2026-03-18?location=PA%20-%20Pittsburgh%20West&saleDate=1773842400000&liveAuction=false&from=&yardNum=174"
"PA - Scranton","https://www.copart.com/saleListResult/142/2026-03-18?location=PA%20-%20Scranton&saleDate=1773842400000&liveAuction=false&from=&yardNum=142"
"VA - Fredericksburg","https://www.copart.com/saleListResult/194/2026-03-18?location=VA%20-%20Fredericksburg&saleDate=1773842400000&liveAuction=false&from=&yardNum=194"
"NY - Newburgh","https://www.copart.com/saleListResult/24/2026-03-19?location=NY%20-%20Newburgh&saleDate=1773928800000&liveAuction=false&from=&yardNum=24"
"Ontario Auction","https://www.copart.com/saleListResult/294/2026-03-19?location=Ontario%20Auction&saleDate=1773928800000&liveAuction=false&from=&yardNum=294"
"PA - York Haven","https://www.copart.com/saleListResult/127/2026-03-19?location=PA%20-%20York%20Haven&saleDate=1773928800000&liveAuction=false&from=&yardNum=127"
"MI - Detroit","https://www.copart.com/saleListResult/61/2026-03-20?location=MI%20-%20Detroit&saleDate=1774015200000&liveAuction=false&from=&yardNum=61"
"MI - Ionia","https://www.copart.com/saleListResult/160/2026-03-20?location=MI%20-%20Ionia&saleDate=1774015200000&liveAuction=false&from=&yardNum=160"
"OH - Dayton","https://www.copart.com/saleListResult/166/2026-03-20?location=OH%20-%20Dayton&saleDate=1774015200000&liveAuction=false&from=&yardNum=166"
"SC - Columbia","https://www.copart.com/saleListResult/56/2026-03-20?location=SC%20-%20Columbia&saleDate=1774015200000&liveAuction=false&from=&yardNum=56"
"VA - Richmond","https://www.copart.com/saleListResult/139/2026-03-20?location=VA%20-%20Richmond&saleDate=1774015200000&liveAuction=false&from=&yardNum=139"
"Medium Duty Clean Title Sale","https://www.copart.com/saleListResult/832/2026-03-16?location=Medium%20Duty%20Clean%20Title%20Sale&saleDate=1773676800000&liveAuction=false&from=&yardNum=832"
"Rental Vehicle Sale","https://www.copart.com/saleListResult/838/2026-03-16?location=Rental%20Vehicle%20Sale&saleDate=1773676800000&liveAuction=false&from=&yardNum=838"
"Heavy Truck, Trailer, Rv Clean Title Sale","https://www.copart.com/saleListResult/833/2026-03-17?location=Heavy%20Truck,%20Trailer,%20Rv%20Clean%20Title%20Sale&saleDate=1773763200000&liveAuction=false&from=&yardNum=833"
"QC - Montreal","https://www.copart.com/saleListResult/205/2026-03-17?location=QC%20-%20Montreal&saleDate=1773763200000&liveAuction=false&from=&yardNum=205"
"Wholesale Auction","https://www.copart.com/saleListResult/855/2026-03-17?location=Wholesale%20Auction&saleDate=1773763200000&liveAuction=false&from=&yardNum=855"
"Medium Duty Specialty Sale","https://www.copart.com/saleListResult/835/2026-03-18?location=Medium%20Duty%20Specialty%20Sale&saleDate=1773849600000&liveAuction=false&from=&yardNum=835"
"Atlantic Canada Auction","https://www.copart.com/saleListResult/295/2026-03-19?location=Atlantic%20Canada%20Auction&saleDate=1773936000000&liveAuction=false&from=&yardNum=295"
"Heavy Truck, Trailer, Rv Specialty Sale","https://www.copart.com/saleListResult/836/2026-03-19?location=Heavy%20Truck,%20Trailer,%20Rv%20Specialty%20Sale&saleDate=1773936000000&liveAuction=false&from=&yardNum=836"
"Wholesale Auction","https://www.copart.com/saleListResult/855/2026-03-19?location=Wholesale%20Auction&saleDate=1773936000000&liveAuction=false&from=&yardNum=855"
"Equipment Specialty Sale","https://www.copart.com/saleListResult/837/2026-03-20?location=Equipment%20Specialty%20Sale&saleDate=1774022400000&liveAuction=false&from=&yardNum=837"
"AL - Mobile","https://www.copart.com/saleListResult/58/2026-03-16?location=AL%20-%20Mobile&saleDate=1773680400000&liveAuction=false&from=&yardNum=58"
"AR - Fayetteville","https://www.copart.com/saleListResult/140/2026-03-16?location=AR%20-%20Fayetteville&saleDate=1773680400000&liveAuction=false&from=&yardNum=140"
"AR - Little Rock","https://www.copart.com/saleListResult/21/2026-03-16?location=AR%20-%20Little%20Rock&saleDate=1773680400000&liveAuction=false&from=&yardNum=21"
"IL - Peoria","https://www.copart.com/saleListResult/51/2026-03-16?location=IL%20-%20Peoria&saleDate=1773680400000&liveAuction=false&from=&yardNum=51"
"IL - Southern Illinois","https://www.copart.com/saleListResult/189/2026-03-16?location=IL%20-%20Southern%20Illinois&saleDate=1773680400000&liveAuction=false&from=&yardNum=189"
"IL - Wheeling","https://www.copart.com/saleListResult/156/2026-03-16?location=IL%20-%20Wheeling&saleDate=1773680400000&liveAuction=false&from=&yardNum=156"
"IN - Dyer","https://www.copart.com/saleListResult/370/2026-03-16?location=IN%20-%20Dyer&saleDate=1773680400000&liveAuction=false&from=&yardNum=370"
"KS - Wichita","https://www.copart.com/saleListResult/67/2026-03-16?location=KS%20-%20Wichita&saleDate=1773680400000&liveAuction=false&from=&yardNum=67"
"MN - St. Cloud","https://www.copart.com/saleListResult/52/2026-03-16?location=MN%20-%20St.%20Cloud&saleDate=1773680400000&liveAuction=false&from=&yardNum=52"
